web-scraper-order,headline,headline-href,head,date
1545833358-619,Six out of 21 big states show decline in health indicators,https://timesofindia.indiatimes.com/india/six-out-of-21-big-states-show-decline-in-health-indicators/articleshow/62857419.cms,Six out of 21 big states show decline in health indicators,"Feb 10, 2018, 04:08 IST"
1545833356-618,State touches rock bottom in NITI Aayog health index,https://timesofindia.indiatimes.com/city/jaipur/state-touches-rock-bottom-in-niti-aayog-health-index/articleshow/62856910.cms,State touches rock bottom in NITI Aayog health index,"Feb 10, 2018, 11:26 IST"
1545833349-616,Unnao quack’s infected needle may just be the tip,https://timesofindia.indiatimes.com/city/varanasi/unnao-quacks-infected-needle-may-just-be-the-tip/articleshow/62845393.cms,Unnao quack’s infected needle may just be the tip,null
1545833379-622,"NITI Aayog releases 'Healthy States, Progressive India' report",https://timesofindia.indiatimes.com/india/niti-aayog-releases-healthy-states-progressive-india-report/articleshow/62866749.cms,"NITI Aayog releases 'Healthy States, Progressive India' report","Feb 10, 2018, 22:38 IST"
1545833335-614,Over 500 patients in Maharashtra contracted HIV via infected needles in 5 years: RTI,https://timesofindia.indiatimes.com/city/mumbai/over-500-patients-in-state-contracted-hiv-via-infected-needles-in-5-yrs-rti/articleshow/62842261.cms,Over 500 patients in Maharashtra contracted HIV via infected needles in 5 years: RTI,"Feb 9, 2018, 06:02 IST"
1545833332-613,‘Residential’ tax tag for private non-English medium schools,https://timesofindia.indiatimes.com/city/pune/residential-tax-tag-for-private-non-english-medium-schools/articleshow/62842068.cms,‘Residential’ tax tag for private non-English medium schools,"Feb 9, 2018, 11:11 IST"
1545833561-646,Unnao’s ‘HIV-peddling’ quack arrested,https://timesofindia.indiatimes.com/city/kanpur/unnaos-hiv-peddling-quack-arrested/articleshow/62825227.cms,Unnao’s ‘HIV-peddling’ quack arrested,"Feb 8, 2018, 13:43 IST"
1545833552-642,"20,500 got HIV through blood transfusion in 11 years: Data",https://timesofindia.indiatimes.com/city/chennai/20500-got-hiv-through-blood-transfusion-in-11-years-data/articleshow/62829047.cms,"20,500 got HIV through blood transfusion in 11 years: Data","Feb 8, 2018, 06:45 IST"
1545833550-641,"5,000 people living with HIV fear in UP town",https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms,"5,000 people living with HIV fear in UP town","Feb 8, 2018, 09:28 IST"
1545833532-638,"20,500 got HIV through blood transfusion in 11 years: Data",https://timesofindia.indiatimes.com/city/chennai/20500-got-hiv-through-blood-transfusion-in-11-years-data/articleshow/62827671.cms,"20,500 got HIV through blood transfusion in 11 years: Data","Feb 8, 2018, 01:35 IST"
1545833555-643,HIV scare puts quacks under lens,https://timesofindia.indiatimes.com/city/bhopal/hiv-scare-puts-quacks-under-lens/articleshow/62827066.cms,HIV scare puts quacks under lens,"Feb 8, 2018, 07:50 IST"
1545833559-645,Infected syringe jabs and dialysis push 100 into HIV death jaws,https://timesofindia.indiatimes.com/city/hyderabad/infected-syringe-jabs-and-dialysis-push-100-into-hiv-death-jaws/articleshow/62829489.cms,Infected syringe jabs and dialysis push 100 into HIV death jaws,"Feb 8, 2018, 08:03 IST"
1545833530-637,"Hazy day with clouds & humidity trap pollutants, aggravate illness",https://timesofindia.indiatimes.com/city/pune/hazy-day-with-clouds-humidity-trap-pollutants-aggravate-illness/articleshow/62827126.cms,"Hazy day with clouds & humidity trap pollutants, aggravate illness","Feb 8, 2018, 10:38 IST"
1545833557-644,Quack relief that left them scarred,https://timesofindia.indiatimes.com/city/lucknow/quack-relief-that-left-them-scarred/articleshow/62829365.cms,Quack relief that left them scarred,"Feb 8, 2018, 07:58 IST"
1545833535-639,"Hazy day with clouds and humidity traps pollutants, aggravates illness",https://timesofindia.indiatimes.com/city/pune/hazy-day-with-clouds-and-humidity-traps-pollutants-aggravates-illness/articleshow/62896350.cms,"Hazy day with clouds and humidity traps pollutants, aggravates illness","Feb 13, 2018, 10:57 IST"
1545833548-640,Less funds by government affecting AIDS prevention work: NGOs,https://timesofindia.indiatimes.com/city/nagpur/less-funds-by-government-affecting-aids-prevention-work-ngos/articleshow/62826612.cms,Less funds by government affecting AIDS prevention work: NGOs,"Feb 8, 2018, 10:56 IST"
1545833736-670,"20,500 got HIV through blood transfusion in 11 years: Data",https://timesofindia.indiatimes.com/city/chennai/20500-got-hiv-through-blood-transfusion-in-11-years-data/articleshow/62858123.cms,"20,500 got HIV through blood transfusion in 11 years: Data","Feb 10, 2018, 07:40 IST"
1545833727-666,City transgender first from state as Lok Adalat judge,https://timesofindia.indiatimes.com/city/nagpur/city-transgender-first-from-state-as-lok-adalat-judge/articleshow/62811499.cms,City transgender first from state as Lok Adalat judge,"Feb 7, 2018, 09:34 IST"
1545833710-663,"Naco mandates viral load test for HIV patients, says it will check mortality",https://timesofindia.indiatimes.com/city/bengaluru/naco-mandates-viral-load-test-for-hiv-patients-says-it-will-check-mortality/articleshow/62795969.cms,"Naco mandates viral load test for HIV patients, says it will check mortality","Feb 6, 2018, 11:07 IST"
1545833717-664,25 acquire HIV as quack uses infected syringe,https://timesofindia.indiatimes.com/city/kanpur/25-acquire-hiv-as-quack-uses-infected-syringe/articleshow/62798242.cms,25 acquire HIV as quack uses infected syringe,"Feb 6, 2018, 15:01 IST"
1545833707-662,20 found HIV+ as quack treats them with same needle,https://timesofindia.indiatimes.com/city/kanpur/20-found-hiv-as-quack-treats-them-with-same-needle/articleshow/62789394.cms,20 found HIV+ as quack treats them with same needle,"Feb 5, 2018, 15:22 IST"
1545833733-669,Rs 500 a month for TB patients in Gurugram,https://timesofindia.indiatimes.com/city/gurgaon/rs-500-a-month-for-tb-patients-in-gurugram/articleshow/62821299.cms,Rs 500 a month for TB patients in Gurugram,"Feb 7, 2018, 17:23 IST"
1545833705-661,NIV technology allows testing of deadly viruses at small labs,https://timesofindia.indiatimes.com/city/pune/niv-technology-allows-testing-of-deadly-viruses-at-small-labs/articleshow/62731358.cms,NIV technology allows testing of deadly viruses at small labs,"Feb 1, 2018, 11:55 IST"
1545833731-668,Gandhi Hospital doctor protest enters Day 2,https://timesofindia.indiatimes.com/city/hyderabad/gandhi-hospital-doctor-protest-enters-day-2/articleshow/62814584.cms,Gandhi Hospital doctor protest enters Day 2,"Feb 7, 2018, 08:57 IST"
1545833725-665,Health alert: These are the 5 most common STDs that spread around Valentine's Day!,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/health-alert-these-are-the-5-most-common-stds-that-spread-around-valentines-day/articleshow/62804539.cms,,null
1545833729-667,HIV+ orphans to perform in Mumbai this weekend to raise funds for bus,https://timesofindia.indiatimes.com/city/mumbai/hiv-orphans-to-perform-in-mumbai-this-weekend-to-raise-funds-for-bus/articleshow/62813532.cms,HIV+ orphans to perform in Mumbai this weekend to raise funds for bus,"Feb 7, 2018, 06:47 IST"
1545833920-691,Lactating mothers test HIV +ve at Rajasthan milk banks,https://timesofindia.indiatimes.com/city/jodhpur/lactating-mothers-test-hiv-ve-at-rajasthan-milk-banks/articleshow/62733736.cms,Lactating mothers test HIV +ve at Rajasthan milk banks,"Feb 1, 2018, 09:45 IST"
1545833898-686,Cipla gets USFDA approval for HIV drug,https://timesofindia.indiatimes.com/business/international-business/cipla-gets-usfda-approval-for-hiv-drug/articleshow/62692137.cms,Cipla gets USFDA approval for HIV drug,"Jan 29, 2018, 12:45 IST"
1545833932-693,Lactating mothers test HIV +ve at Rajasthan milk banks,https://timesofindia.indiatimes.com/city/ajmer/lactating-mothers-test-hiv-ve-at-rajasthan-milk-banks/articleshow/62733734.cms,Lactating mothers test HIV +ve at Rajasthan milk banks,"Feb 1, 2018, 09:45 IST"
1545833935-694,HIV positive mother abandons 38-day-old baby at orphanage,https://timesofindia.indiatimes.com/city/coimbatore/hiv-positive-mother-abandons-38-day-old-baby-at-orphanage/articleshow/62731436.cms,HIV positive mother abandons 38-day-old baby at orphanage,"Feb 1, 2018, 09:49 IST"
1545833900-687,Generic medicines remain out of reach for patients across state: Study,https://timesofindia.indiatimes.com/city/mumbai/generic-medicines-remain-out-of-reach-for-patients-across-state-study/articleshow/62702358.cms,Generic medicines remain out of reach for patients across state: Study,"Jan 30, 2018, 04:08 IST"
1545833930-692,Lactating mothers test HIV +ve at Rajasthan milk banks,https://timesofindia.indiatimes.com/city/udaipur/lactating-mothers-test-hiv-ve-at-rajasthan-milk-banks/articleshow/62733735.cms,Lactating mothers test HIV +ve at Rajasthan milk banks,"Feb 1, 2018, 09:45 IST"
1545833889-685,Strides Shasun arm gets USFDA nod for HIV drug,https://timesofindia.indiatimes.com/business/india-business/strides-shasun-arm-gets-usfda-nod-for-hiv-drug/articleshow/62691966.cms,null,"Jan 29, 2018, 12:35 IST"
1545833916-689,Aurangabad residents groove in Zumbathon party,https://timesofindia.indiatimes.com/entertainment/events/aurangabad/aurangabad-residents-groove-in-zumbathon-party/articleshow/62724243.cms,Aurangabad residents groove in Zumbathon party,"Jan 31, 2018, 15:53 IST"
1545833914-688,Fighting malaria: Hope of drug to provide immunity,https://timesofindia.indiatimes.com/city/hyderabad/fighting-malaria-hope-of-drug-to-provide-immunity/articleshow/62718222.cms,Fighting malaria: Hope of drug to provide immunity,"Jan 31, 2018, 07:28 IST"
1545833918-690,Lactating mothers test HIV +ve at Rajasthan milk banks,https://timesofindia.indiatimes.com/city/jaipur/lactating-mothers-test-hiv-ve-at-rajasthan-milk-banks/articleshow/62733649.cms,Lactating mothers test HIV +ve at Rajasthan milk banks,"Feb 1, 2018, 09:45 IST"
1545834083-712,"High court: Government can jail a prisoner, but can’t deny conjugal rights",https://timesofindia.indiatimes.com/city/madurai/hc-wants-panel-to-study-prisoners-conjugal-rights/articleshow/62641698.cms,"High court: Government can jail a prisoner, but can’t deny conjugal rights","Jan 25, 2018, 05:33 IST"
1545834087-714,A journey into student life begins at VTU campus,https://timesofindia.indiatimes.com/city/hubballi/a-journey-into-student-life-begins-at-vtu-campus/articleshow/62664296.cms,A journey into student life begins at VTU campus,"Jan 27, 2018, 00:00 IST"
1545834107-718,Kerala opts for latest Elisa test kit for HIV detection,https://timesofindia.indiatimes.com/city/thiruvananthapuram/kerala-opts-for-latest-elisa-test-kit-for-hiv-detection/articleshow/62689603.cms,Kerala opts for latest Elisa test kit for HIV detection,"Jan 29, 2018, 09:40 IST"
1545834094-715,'Call me by Your Name' sequel to deal with AIDS,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/call-me-by-your-name-sequel-to-deal-with-aids/articleshow/62666810.cms,'Call me by Your Name' sequel to deal with AIDS,"Jan 27, 2018, 01:35 IST"
1545834102-716,Woman dies of swine flu in Indore,https://timesofindia.indiatimes.com/city/indore/swine-flu/articleshow/62677066.cms,Woman dies of swine flu in Indore,"Jan 28, 2018, 15:30 IST"
1545834085-713,Tanzanian scientist battles combo of diseases,https://timesofindia.indiatimes.com/city/chennai/tanzanian-scientist-battles-combo-of-diseases/articleshow/62657175.cms,Tanzanian scientist battles combo of diseases,"Jan 26, 2018, 00:44 IST"
1545834081-711,"‘Don’t advertise HIV-positive status, write ‘universal precaution’ instead’",https://timesofindia.indiatimes.com/city/chandigarh/dont-advertise-hiv-positive-status-write-universal-precaution-instead/articleshow/62625839.cms,"‘Don’t advertise HIV-positive status, write ‘universal precaution’ instead’","Jan 24, 2018, 08:49 IST"
1545834078-710,Activist seeks details on HIV+ jail inmates,https://timesofindia.indiatimes.com/city/dehradun/activist-seeks-details-on-hiv-jail-inmates/articleshow/62624326.cms,Activist seeks details on HIV+ jail inmates,"Jan 23, 2018, 22:10 IST"
1545834105-717,Rajasthan inching closer to produce anti-cancer drug from olives,https://timesofindia.indiatimes.com/city/jaipur/state-inching-closer-to-produce-anti-cancer-drug-from-olives/articleshow/62687058.cms,Rajasthan inching closer to produce anti-cancer drug from olives,"Jan 29, 2018, 07:56 IST"
1545834067-709,"Today: 6 superwomen, 1 debate",https://timesofindia.indiatimes.com/city/chandigarh/today-6-superwomen-1-debate/articleshow/62612643.cms,"Today: 6 superwomen, 1 debate","Jan 23, 2018, 07:36 IST"
1545834376-738,10 Chinese publishers participate in book fair,https://timesofindia.indiatimes.com/life-style/books/features/10-chinese-publishers-participate-in-book-fair/articleshow/62536293.cms,10 Chinese publishers participate in book fair,TNN
1545834361-735,"Abusive cops push transsexuals into high-risk sexual acts, reveals study",https://timesofindia.indiatimes.com/city/chennai/abusive-cops-push-transsexuals-into-high-risk-sexual-acts-reveals-study/articleshow/62492882.cms,"Abusive cops push transsexuals into high-risk sexual acts, reveals study",TNN
1545834353-733,India's gay prince opens doors for LGBT community,https://timesofindia.indiatimes.com/life-style/spotlight/indias-gay-prince-opens-doors-for-lgbt-community-heres-why/articleshow/62460569.cms,India's gay prince opens doors for LGBT community,TNN
1545834363-736,Roorkee boy’s tech start-up adjudged ‘most unique small business in US’,https://timesofindia.indiatimes.com/city/dehradun/roorkee-boys-tech-start-up-adjudged-most-unique-small-business-in-us/articleshow/62499727.cms,Roorkee boy’s tech start-up adjudged ‘most unique small business in US’,TNN
1545834374-737,"Ending all speculations, Kinner Akhara takes holy dip at Sangam",https://timesofindia.indiatimes.com/city/allahabad/ending-all-speculations-kinner-akhara-takes-holy-dip-at-sangam/articleshow/62511100.cms,"Ending all speculations, Kinner Akhara takes holy dip at Sangam",TNN
1545834385-742,"Humanising Kamathipura’s sex workers, one gritty story at a time",https://timesofindia.indiatimes.com/city/hyderabad/humanising-kamathipuras-sex-workers-one-gritty-story-at-a-time/articleshow/62608359.cms,"Humanising Kamathipura’s sex workers, one gritty story at a time","Jan 23, 2018, 06:00 IST"
1545834383-741,Notice to Punjab on probe into HIV in jails,https://timesofindia.indiatimes.com/city/chandigarh/notice-to-punjab-on-probe-into-hiv-in-jails/articleshow/62610676.cms,Notice to Punjab on probe into HIV in jails,TNN
1545834381-740,Colours of freedom march with ‘Pride’ on city streets,https://timesofindia.indiatimes.com/city/nagpur/colours-of-freedom-march-with-pride-on-city-streets/articleshow/62605800.cms,Colours of freedom march with ‘Pride’ on city streets,TNN
